# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
3.00756        	p              	-8.31919830e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.77707691e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.00756        	U              	(4.57171800e-01 -6.40027234e-01 -6.05576284e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.49582054e+00 1.23747873e-01 5.82300082e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.06309        	p              	-8.26011346e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.77594787e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.06309        	U              	(4.56633077e-01 -6.39409644e-01 -6.04707423e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.49289130e+00 1.26928067e-01 5.75895319e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.1188         	p              	-8.20389768e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.77378666e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.1188         	U              	(4.52437709e-01 -4.90933493e-01 -3.69488453e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48996648e+00 1.30034101e-01 5.70561812e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.17452        	p              	-8.14987160e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.77083189e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.17452        	U              	(4.41348573e-01 -4.93854815e-01 -3.86754323e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48706179e+00 1.33056302e-01 5.64642234e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.23023        	p              	-8.09497467e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.76926963e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.23023        	U              	(4.30065433e-01 -4.96559515e-01 -4.04800720e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48429045e+00 1.36006158e-01 5.59136586e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.28613        	p              	-8.04297685e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.76639093e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.28613        	U              	(4.18572113e-01 -4.99073090e-01 -4.23535893e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.48158357e+00 1.38879798e-01 5.54615045e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.34203        	p              	-7.99347196e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.76271839e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.34203        	U              	(4.06950627e-01 -5.01272038e-01 -4.41021385e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.47889007e+00 1.41659086e-01 5.49476519e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.39793        	p              	-7.94595759e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.75887999e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.39793        	U              	(3.95280339e-01 -5.02998503e-01 -4.56739366e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.47620619e+00 1.44347522e-01 5.44195071e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.45402        	p              	-7.89828102e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.75585450e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.45402        	U              	(3.83422032e-01 -5.04207273e-01 -4.75666118e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.47352548e+00 1.46958322e-01 5.39852599e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.5101         	p              	-7.85121366e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.75317767e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
3.5101         	U              	(3.71410639e-01 -5.04960464e-01 -4.94032999e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.47085936e+00 1.49485026e-01 5.34904382e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.56638        	p              	-7.80761563e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.74881486e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.56638        	U              	(3.59237363e-01 -5.05254973e-01 -5.12500408e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.46820510e+00 1.51932104e-01 5.30837783e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.62266        	p              	-7.76405163e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.74543193e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.62266        	U              	(3.46986776e-01 -5.05189082e-01 -5.29944845e-19)	(2.00184936e+00 5.64790422e-01 0.00000000e+00)	(1.46556587e+00 1.54283042e-01 5.26143654e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.67894        	p              	-7.72404987e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.74060918e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.67894        	U              	(4.51079667e-01 -6.33042417e-01 -5.98987955e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.46294348e+00 1.56541966e-01 5.21458841e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.73542        	p              	-7.72088039e-01	(1.52552638e+00 -7.03226017e-01 0.00000000e+00)	5.73656100e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.73542        	U              	(4.50611888e-01 -6.32504598e-01 -5.99167274e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.46032947e+00 1.58728703e-01 5.17698409e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.79189        	p              	-7.79140132e-01	(1.52552638e+00 7.03226017e-01 0.00000000e+00)	5.73273806e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.79189        	U              	(4.50150409e-01 -6.31973413e-01 -5.98467049e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.45773759e+00 1.60847678e-01 5.13372762e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.84837        	p              	-7.85209337e-01	(1.52552638e+00 7.03226017e-01 0.00000000e+00)	5.72799146e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.84837        	U              	(4.49695089e-01 -6.31448960e-01 -5.97566628e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.45517345e+00 1.62903047e-01 5.09111285e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.90504        	p              	-7.89863936e-01	(1.52552638e+00 -7.03226017e-01 0.00000000e+00)	5.72394321e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.90504        	U              	(4.49243443e-01 -6.30930123e-01 -5.97782423e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.45257904e+00 1.64906109e-01 5.04880544e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
3.96171        	p              	-7.91236671e-01	(1.52552638e+00 7.03226017e-01 0.00000000e+00)	5.71983835e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
3.96171        	U              	(4.48797233e-01 -6.30418315e-01 -5.97125008e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.44995542e+00 1.66862110e-01 4.98992084e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.01858        	p              	-7.94468646e-01	(1.57596592e+00 -5.81454165e-01 0.00000000e+00)	5.71549959e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.01858        	U              	(4.48354248e-01 -6.29912182e-01 -5.97373898e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.44736914e+00 1.68784338e-01 4.94942273e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.07546        	p              	-7.98786213e-01	(1.57596592e+00 5.81454165e-01 0.00000000e+00)	5.71065845e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.07546        	U              	(4.47917386e-01 -6.29413593e-01 -5.96758931e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.44483618e+00 1.70669654e-01 4.90936991e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.13233        	p              	-8.00906915e-01	(1.57596592e+00 5.81454165e-01 0.00000000e+00)	5.70686235e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.13233        	U              	(4.47488076e-01 -6.28922826e-01 -5.95953445e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.44233935e+00 1.72508447e-01 4.86911910e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.18941        	p              	-8.01395798e-01	(1.57596592e+00 -5.81454165e-01 0.00000000e+00)	5.70306820e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.18941        	U              	(4.39468057e-01 -5.27482115e-01 -5.93407995e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.43986083e+00 1.74303497e-01 4.83710176e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.24649        	p              	-8.03611819e-01	(1.57596592e+00 5.81454165e-01 0.00000000e+00)	5.69833835e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.24649        	U              	(4.30123866e-01 -5.27428205e-01 -6.11147115e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.43740613e+00 1.76048358e-01 4.79808669e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.30377        	p              	-8.09190123e-01	(1.66485474e+00 -6.14253693e-01 0.00000000e+00)	5.69401972e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.30377        	U              	(4.20741616e-01 -5.27030270e-01 -6.29342725e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.43496293e+00 1.77754217e-01 4.76457018e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.36106        	p              	-8.12949909e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.68978431e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.36106        	U              	(4.11328602e-01 -5.26303980e-01 -6.46430425e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.43253933e+00 1.79416261e-01 4.72461748e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.41834        	p              	-8.14880753e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.68607231e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.41834        	U              	(4.01964308e-01 -5.25315422e-01 -6.62745085e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.43025319e+00 1.81056566e-01 4.68649815e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.47584        	p              	-8.16140172e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.68181809e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.47584        	U              	(3.92657294e-01 -5.23930721e-01 -6.79611563e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.42815696e+00 1.82612410e-01 4.65426529e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.53334        	p              	-8.14562542e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.67925640e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.53334        	U              	(3.83385020e-01 -5.21871769e-01 -6.97284970e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.42609967e+00 1.84156101e-01 4.62091039e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.59083        	p              	-8.13828835e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.67483545e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.59083        	U              	(3.74155790e-01 -5.19205038e-01 -7.14081052e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.42403831e+00 1.85691189e-01 4.58704987e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.64855        	p              	-8.13819378e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.67111550e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.64855        	U              	(3.65054658e-01 -5.15702026e-01 -7.28673962e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.42197350e+00 1.87216464e-01 4.56199961e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.70626        	p              	-8.11747331e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.66777213e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.70626        	U              	(3.56168151e-01 -5.11172107e-01 -7.40510901e-19)	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	(1.41992550e+00 1.88724886e-01 4.52938923e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.76397        	p              	-8.09661641e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.66463277e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.76397        	U              	(4.43150999e-01 -6.23886912e-01 -5.93022792e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41790183e+00 1.90216890e-01 4.49496660e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.8219         	p              	-8.08990913e-01	(1.66485474e+00 6.14253693e-01 0.00000000e+00)	5.66098970e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.8219         	U              	(4.42785596e-01 -6.23457803e-01 -5.93480866e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41589971e+00 1.91695732e-01 4.46922854e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.87983        	p              	-8.09160083e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.65923784e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.87983        	U              	(4.42424167e-01 -6.23032874e-01 -5.92988251e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41392395e+00 1.93156180e-01 4.43725891e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.93777        	p              	-8.09165920e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.65481824e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.93777        	U              	(4.42067492e-01 -6.22612677e-01 -5.92285556e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41197708e+00 1.94592369e-01 4.40518554e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
4.99592        	p              	-8.09649716e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.65137418e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
4.99592        	U              	(4.41713166e-01 -6.22196004e-01 -5.92779340e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.41004790e+00 1.96008708e-01 4.38150698e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.05408        	p              	-8.09231970e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.64840408e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.05408        	U              	(4.41362973e-01 -6.21783772e-01 -5.92319994e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40814049e+00 1.97399116e-01 4.35191621e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.11223        	p              	-8.08161384e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.64573628e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.11223        	U              	(4.41016858e-01 -6.21375547e-01 -5.91625320e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40625272e+00 1.98762743e-01 4.32122571e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.17039        	p              	-8.07433074e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.64285434e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.17039        	U              	(4.40674619e-01 -6.20971314e-01 -5.90937894e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40438403e+00 2.00099118e-01 4.29092014e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.22877        	p              	-8.05597201e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.63941458e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.22877        	U              	(4.40334165e-01 -6.20570218e-01 -5.91477067e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40252767e+00 2.01412715e-01 4.26892854e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.28716        	p              	-8.04233995e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.63718371e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.28716        	U              	(4.39997163e-01 -6.20172920e-01 -5.91040968e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.40068955e+00 2.02696687e-01 4.24252583e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.34554        	p              	-8.03338234e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.63345544e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.34554        	U              	(4.39664211e-01 -6.19779631e-01 -5.90378586e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.39887019e+00 2.03951332e-01 4.21550211e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.40392        	p              	-8.02150073e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.63075331e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.40392        	U              	(4.39334910e-01 -6.19390083e-01 -5.89714374e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.39706685e+00 2.05180647e-01 4.18896789e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.46254        	p              	-8.00485051e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.62791616e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.46254        	U              	(4.39007085e-01 -6.19003311e-01 -5.90295864e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.39527038e+00 2.06392511e-01 4.17082446e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.52116        	p              	-7.99000456e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.62529862e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.52116        	U              	(4.38682707e-01 -6.18620316e-01 -5.89891683e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.39348771e+00 2.07584714e-01 4.14682200e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.57978        	p              	-7.97488667e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.62274300e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.57978        	U              	(4.38361826e-01 -6.18240699e-01 -5.89242545e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.39171798e+00 2.08759738e-01 4.12222570e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.6384         	p              	-7.95945980e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.62038226e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.6384         	U              	(4.38044169e-01 -6.17864343e-01 -5.88597079e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.38995957e+00 2.09919138e-01 4.09918288e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.69702        	p              	-7.94238207e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.61864927e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.69702        	U              	(4.37729342e-01 -6.17491031e-01 -5.87953077e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.38821254e+00 2.11064892e-01 4.07679511e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.75588        	p              	-7.92438676e-01	(1.75704649e+00 6.48271990e-01 -3.10426391e-17)	5.61729384e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.75588        	U              	(5.24255965e-01 -4.98053684e-01 -5.89964785e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.38646992e+00 2.12202712e-01 4.06261855e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.81474        	p              	-7.91796205e-01	(1.80211298e+00 5.08419304e-01 -3.02751183e-17)	5.61276439e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.81474        	U              	(5.19365230e-01 -4.94246912e-01 -5.95112791e-19)	(2.56986263e+00 7.25099359e-01 -1.14620501e-17)	(1.38474432e+00 2.13326738e-01 4.04224810e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.8736         	p              	-7.90669894e-01	(1.80211298e+00 5.08419304e-01 -3.02751183e-17)	5.61078728e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.8736         	U              	(5.28367078e-02 -3.97450960e-01 -5.31049179e-19)	(2.49318137e+00 4.96331208e-01 1.24212729e-17)	(1.38303204e+00 2.14433232e-01 4.01959649e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.93246        	p              	-7.89335071e-01	(1.80211298e+00 5.08419304e-01 -3.02751183e-17)	5.60887449e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.93246        	U              	(4.42223680e-02 -3.91084404e-01 -5.29375186e-19)	(2.49318137e+00 4.96331208e-01 1.24212729e-17)	(1.38133106e+00 2.15519527e-01 3.99597074e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
5.99132        	p              	-7.87726849e-01	(1.80211298e+00 5.08419304e-01 -3.02751183e-17)	5.60720112e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.99132        	U              	(3.57794955e-02 -3.84479206e-01 -5.27333225e-19)	(2.49318137e+00 4.96331208e-01 1.24212729e-17)	(1.37964285e+00 2.16584150e-01 3.97326860e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
6.05043        	p              	-7.85641072e-01	(1.80211298e+00 5.08419304e-01 -3.02751183e-17)	5.60547764e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
6.05043        	U              	(2.74123438e-02 -3.77670348e-01 -5.27394250e-19)	(2.49318137e+00 4.96331208e-01 1.24212729e-17)	(1.37796111e+00 2.17629256e-01 3.95972683e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
6.10953        	p              	-7.84359981e-01	(1.90015959e+00 5.36090753e-01 2.85316176e-17)	5.60325378e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
